"Point d'échantillonnage","Date","Température (oC)","Conductivité (µs/cm2)","pH","Signe","Coliformes fécaux (colonies/100mL)","MÉTÉO"
"BLAP-0.5","2013-07-15","25","260","8,7","=","2","1"
"BLAP-0.5","2013-09-24","16,9","178","9","=","5","1"
"BLAP-0.5","2013-08-07","23","214","8,6","=","400","1"
"BLAP-0.5","2013-08-19","22,9","187","8,6","=","15","1"
"BLAP-0.5","2013-09-09","18,8","182","8,6","=","18","1"
"BLAP-0.5","2013-07-02","20,1","124","8,2","=","52","1"
"BLAP-0.5","2013-07-08","23,5","211","9","=","150","0"
"BLAP-0.5","2013-08-28","24","145","8,5","=","15","0"
"BLAP-0.5","2013-05-20","14,3","72","7,9","=","7","0"
"BLAP-0.5","2013-07-23","24,4","264","8,5","=","310","0"
"BLAP-0.5","2013-08-13","23,2","195","8,6","=","72","0"
"BLAP-0.5","2013-07-29","23,3","187","8,6","=","460","0"
"BLAP-0.5","2013-05-29","14","81","7,8","=","13","0"
"BLAP-0.5","2013-06-11","16,6","83","7,7","=","470","0"
"BLAP-0.5","2013-06-17","17,8","115","7,9","=","170","-1"
"BLAP-0.5","2013-06-26","21,2","156","8,3","=","31","-1"
"BLAP-0.5","2013-09-03","22,2","237","8,4","=","52","-1"
"BLAP-0.5","2013-09-18","18,2","178","8,6","=","11","-2"
"BLAP-0.5","2013-06-04","16,3","86","8","=","26","-2"
"BLAP-0.5","2013-05-13","11,1","74","7,7","=","11","-2"
"BLAP-01","2013-07-15","24,9","240","8,3","=","72","1"
"BLAP-01","2013-09-24","17,3","180","8,5","=","100","1"
"BLAP-01","2013-08-07","23,7","194","8,6","=","52","1"
"BLAP-01","2013-08-19","23","181","8,5","=","34","1"
"BLAP-01","2013-09-09","18,9","170","8,4","=","220","1"
"BLAP-01","2013-07-02","20,8","130","8,5","=","76","1"
"BLAP-01","2013-07-08","25,3","174","8,2","=","120","0"
"BLAP-01","2013-05-20","15,2","81","7,9","=","33","0"
"BLAP-01","2013-07-23","25,2","251","8,3","=","2800","0"
"BLAP-01","2013-08-13","23,7","208","8,7","=","66","0"
"BLAP-01","2013-07-29","23,6","194","8,4","=","100","0"
"BLAP-01","2013-05-29","15,8","81","7,9","=","36","0"
"BLAP-01","2013-06-11","16,9","95","7,7","=","500","0"
"BLAP-01","2013-06-26","22,4","144","8,2","=","170","-1"
"BLAP-01","2013-06-17","19,6","110","7,8","=","310","-1"
"BLAP-01","2013-09-03","22,9","230","8,2","=","600","-1"
"BLAP-01","2013-09-18","17,4","156","8,3","=","66","-2"
"BLAP-01","2013-06-04","18,3","97","7,8","=","98","-2"
"BLAP-01","2013-08-28","23,9","197","8,5","=","26","-2"
"BLAP-01","2013-05-13","13,5","91","7,6","=","46","-2"
"BLAP-02","2013-07-15","26,4","212","8,5","=","40","1"
"BLAP-02","2013-09-24","17,9","163","8,6","=","7","1"
"BLAP-02","2013-08-19","23,1","205","8,5","=","3","1"
"BLAP-02","2013-09-09","19,5","204","8,3","=","11","1"
"BLAP-02","2013-07-02","20,8","160","8,1","=","21","1"
"BLAP-02","2013-08-07","24","197","8,6","=","20","1"
"BLAP-02","2013-07-08","24,2","148","8,4","=","26","0"
"BLAP-02","2013-08-28","24,6","196","8,4","=","96","0"
"BLAP-02","2013-05-20","15,7","93","7,9","=","120","0"
"BLAP-02","2013-07-23","26","275","8,5","=","54","0"
"BLAP-02","2013-07-29","23,9","220","8,5","=","11","0"
"BLAP-02","2013-05-29","15,2","82","7,9","=","100","0"
"BLAP-02","2013-08-13","24,5","197","8,5","=","20","0"
"BLAP-02","2013-06-11","17,1","107","7,8","=","120","0"
"BLAP-02","2013-06-17","18,6","110","7,9","=","32","-1"
"BLAP-02","2013-06-26","22,6","140","8,2","=","25","-1"
"BLAP-02","2013-09-03","22,8","237","8,2","=","25","-1"
"BLAP-02","2013-09-18","18,3","169","8,4","=","7","-2"
"BLAP-02","2013-06-04","19,1","103","8","=","66","-2"
"BLAP-02","2013-05-13","14,1","113","7,7","=","8","-2"
"BLAP-1","2013-07-15","23,7","264","8,6","=","10","1"
"BLAP-1","2013-09-24","16,7","210","8,7","=","11","1"
"BLAP-1","2013-08-07","22,7","239","8,7","=","7","1"
"BLAP-1","2013-08-19","22,7","225","8,6","=","7","1"
"BLAP-1","2013-09-09","18,8","217","8,6","=","5","1"
"BLAP-1","2013-07-02","19,9","141","7,8","=","30","1"
"BLAP-1","2013-07-08","22,7","221","8,2","=","66","0"
"BLAP-1","2013-08-28","23,5","230","8,5","=","7","0"
"BLAP-1","2013-05-20","13,6","68","7,8","=","5","0"
"BLAP-1","2013-07-23","23,8","267","8,4","=","98","0"
"BLAP-1","2013-07-29","23,3","208","8,5","=","25","0"
"BLAP-1","2013-08-13","23,1","223","8,6","=","20","0"
"BLAP-1","2013-05-29","13,7","82","7,6","=","8","0"
"BLAP-1","2013-06-11","16,6","90","7,6","=","300","0"
"BLAP-1","2013-06-17","17,5","121","7,8","=","18","-1"
"BLAP-1","2013-06-26","20,8","170","7,8","=","44","-1"
"BLAP-1","2013-09-03","22,4","253","8,4","=","52","-1"
"BLAP-1","2013-09-18","17,6","214","8,5","=","10","-2"
"BLAP-1","2013-06-04","15,9","82","7,8","=","16","-2"
"BLAP-1","2013-05-13","11,3","70","7,6","=","3","-2"
"BLAP-10.5","2013-05-14","11,1","94","7,8","=","3","1"
"BLAP-10.5","2013-06-05","15,5","133","8,1","=","3","1"
"BLAP-10.5","2013-07-16","23","350","8","=","16","1"
"BLAP-10.5","2013-09-25","16,1","389","7,9","=","8","1"
"BLAP-10.5","2013-08-20","21,7","372","8,2","=","25","1"
"BLAP-10.5","2013-07-03","20","231","9,3","=","11","1"
"BLAP-10.5","2013-06-24","19,1","295","7,9","=","80","0"
"BLAP-10.5","2013-09-16","17,1","357","8","=","130","0"
"BLAP-10.5","2013-05-21","13,1","94","7,8","=","5","0"
"BLAP-10.5","2013-08-14","21,6","317","8,3","=","210","0"
"BLAP-10.5","2013-08-26","21,8","318","8,1","=","20","0"
"BLAP-10.5","2013-09-10","18,5","294","8","=","12","0"
"BLAP-10.5","2013-05-27","11,8","117","7,9","=","18","-1"
"BLAP-10.5","2013-07-09","22,1","268","8,2","=","8","-1"
"BLAP-10.5","2013-07-30","21,9","315","8,1","=","80","-1"
"BLAP-10.5","2013-07-24","22","420","8","=","120","-1"
"BLAP-10.5","2013-08-05","20,6","340","7,9","=","15","-2"
"BLAP-10.5","2013-06-10","16,6","149","8,4","=","18","-2"
"BLAP-10.5","2013-06-18","16,9","203","8,5","=","29","-2"
"BLAP-10.5","2013-09-04","21","341","8,2","=","86","-2"
"BLAP-2.5","2013-07-15","25","259","8,7","=","58","1"
"BLAP-2.5","2013-09-24","17,4","240","8,8","=","20","1"
"BLAP-2.5","2013-08-07","23,3","230","8,7","=","13","1"
"BLAP-2.5","2013-08-19","23,3","234","8,6","=","2","1"
"BLAP-2.5","2013-09-09","19,7","232","8,9","=","11","1"
"BLAP-2.5","2013-07-02","20,3","150","8,4","=","31","1"
"BLAP-2.5","2013-07-08","23,1","220","8,6","=","82","0"
"BLAP-2.5","2013-08-28","24,8","240","8,9","=","11","0"
"BLAP-2.5","2013-05-20","15,1","73","7,9","=","3","0"
"BLAP-2.5","2013-07-29","23,4","216","8,5","=","34","0"
"BLAP-2.5","2013-08-13","23,5","238","8,7","=","54","0"
"BLAP-2.5","2013-05-29","14,2","88","7,7","=","18","0"
"BLAP-2.5","2013-06-11","16,5","104","7,6","=","360","0"
"BLAP-2.5","2013-07-23","24,7","255","8,5","=","100","0"
"BLAP-2.5","2013-06-17","18,2","129","8","=","270","-1"
"BLAP-2.5","2013-06-26","20,9","165","8,1","=","110","-1"
"BLAP-2.5","2013-09-03","22,9","254","8,7","=","76","-1"
"BLAP-2.5","2013-09-18","18,2","223","8,9","=","5","-2"
"BLAP-2.5","2013-06-04","16,9","90","8","=","31","-2"
"BLAP-2.5","2013-05-13","11,6","71","7,6","=","16","-2"
"BLAP-2.8","2013-07-15","24,7","263","8,7","=","16","1"
"BLAP-2.8","2013-09-24","17,6","237","8,9","=","16","1"
"BLAP-2.8","2013-08-19","23,5","249","8,8","=","23","1"
"BLAP-2.8","2013-09-09","18,5","242","8,9","=","36","1"
"BLAP-2.8","2013-07-02","20,3","164","8,1","=","36","1"
"BLAP-2.8","2013-08-07","23,3","252","8,8","=","30","1"
"BLAP-2.8","2013-07-08","23,4","228","8,6","=","76","0"
"BLAP-2.8","2013-08-28","24,7","243","8,9","=","48","0"
"BLAP-2.8","2013-05-20","14,7","81","7,7","=","5","0"
"BLAP-2.8","2013-07-23","24,8","266","8,5","=","92","0"
"BLAP-2.8","2013-07-29","23,5","224","8,6","=","150","0"
"BLAP-2.8","2013-05-29","13,9","94","7,6","=","110","0"
"BLAP-2.8","2013-08-13","23,9","243","8,8","=","40","0"
"BLAP-2.8","2013-06-11","16,4","112","7,7","=","3800","0"
"BLAP-2.8","2013-06-17","18,2","143","8","=","36","-1"
"BLAP-2.8","2013-06-26","21","189","8,2","=","500","-1"
"BLAP-2.8","2013-09-03","22,7","267","8,7","=","300","-1"
"BLAP-2.8","2013-09-18","18,6","242","8,9","=","11","-2"
"BLAP-2.8","2013-06-04","16,7","100","8","=","92","-2"
"BLAP-2.8","2013-05-13","11,6","78","7,6","=","11","-2"
"BLAP-3","2013-07-15","24,6","266","8,7","=","21","1"
"BLAP-3","2013-09-24","17,5","240","8,9","=","8","1"
"BLAP-3","2013-08-19","23,4","255","8,8","=","28","1"
"BLAP-3","2013-09-09","19,5","244","8,9","=","11","1"
"BLAP-3","2013-07-02","20,3","165","8","=","27","1"
"BLAP-3","2013-08-07","23,4","255","8,9","=","46","1"
"BLAP-3","2013-07-08","23,4","230","8,6","=","38","0"
"BLAP-3","2013-08-28","24,6","246","8,9","=","44","0"
"BLAP-3","2013-05-20","14,6","83","7,8","=","8","0"
"BLAP-3","2013-07-23","24,6","265","8,5","=","120","0"
"BLAP-3","2013-07-29","23,6","227","8,6","=","39","0"
"BLAP-3","2013-05-29","13,9","97","7,7","=","91","0"
"BLAP-3","2013-08-13","23,7","245","8,7","=","48","0"
"BLAP-3","2013-06-11","16,4","112","7,7","=","1800","0"
"BLAP-3","2013-06-17","18,1","146","7,9","=","27","-1"
"BLAP-3","2013-06-26","21","191","8,1","=","1000","-1"
"BLAP-3","2013-09-03","22,7","271","8,8","=","110","-1"
"BLAP-3","2013-09-18","18,4","247","8,9","=","13","-2"
"BLAP-3","2013-06-04","16,8","105","8","=","170","-2"
"BLAP-3","2013-05-13","11,5","83","7,6","=","5","-2"
"BLAP-4","2013-07-15","24,7","263","8,7","=","26","1"
"BLAP-4","2013-09-24","17,4","237","8,9","=","2","1"
"BLAP-4","2013-08-19","23,4","252","8,8","=","280","1"
"BLAP-4","2013-09-09","19,4","243","8,9","=","13","1"
"BLAP-4","2013-07-02","20,3","165","8","=","54","1"
"BLAP-4","2013-08-07","23,5","249","8,8","=","33","1"
"BLAP-4","2013-07-08","23,5","228","8,6","=","39","0"
"BLAP-4","2013-08-28","24,4","244","8,9","=","30","0"
"BLAP-4","2013-05-20","14,4","81","7,7","=","8","0"
"BLAP-4","2013-07-23","24,5","262","8,5","=","82","0"
"BLAP-4","2013-07-29","23,9","225","8,7","=","110","0"
"BLAP-4","2013-08-13","23,9","246","8,7","=","42","0"
"BLAP-4","2013-05-29","14,1","97","7,8","=","91","0"
"BLAP-4","2013-06-11","16,3","116","7,7","=","300","0"
"BLAP-4","2013-06-17","18,1","142","7,9","=","70","-1"
"BLAP-4","2013-06-26","20,9","189","8,1","=","500","-1"
"BLAP-4","2013-09-03","22,8","269","8,8","=","190","-1"
"BLAP-4","2013-09-18","18,4","243","8,9","=","11","-2"
"BLAP-4","2013-06-04","16,9","101","8","=","160","-2"
"BLAP-4","2013-05-13","11,5","81","7,6","=","13","-2"
"BLAP-4.5","2013-05-14","11","76","7,8","=","7","1"
"BLAP-4.5","2013-06-05","15,7","99","7,9","=","600","1"
"BLAP-4.5","2013-07-16","23,4","264","8,3","=","21","1"
"BLAP-4.5","2013-09-25","16,3","218","8,4","=","100","1"
